State,Temp_Min,Temp_Max,Oxy_Min,Oxy_Max,pH_Min,pH_Max,Con_Min,Con_Max,BOD_Min,BOD_Max,N_Min,N_Max,FC_Min,FC_Max,TC_Min,TC_Max
UTTAR PRADESH,14,30,6,10.4,7.7,8.5,266,630,3.4,4.9,0,0,2100,7900,3400,13000
UTTAR PRADESH,14,31,5.6,10.2,7.4,8.6,269,645,3.7,14.8,0,0,4100,17000,7800,20000
UTTAR PRADESH,15,23,6.1,10.4,7.8,8.4,232,560,3.4,3.8,0,0,2300,4300,4100,7000
UTTAR PRADESH,26.9,29.8,7.5,8.6,7.8,8.3,253,269,2.4,2.7,0.62,0.67,610,680,1500,2000
UTTAR PRADESH,21,26,3,10.5,7.7,8,268,377,2.5,3.9,0.78,0.98,1300,2400,2200,3900
UTTAR PRADESH,21,26,0.3,10.6,7.8,8,265,373,2.4,3.8,0.76,0.88,1100,2300,2200,3400
UTTAR PRADESH,20.5,30.7,6.9,9.3,7.7,8.4,246,286,2.6,2.9,0.64,0.74,400,680,1300,2000
UTTAR PRADESH,24,25,7.8,8.6,7.8,7.9,271,334,3.1,3.2,0.76,0.78,1700,2200,2700,3200
UTTAR PRADESH,20.4,30.8,7.2,9.2,7.8,8.4,220,273,2.7,2.9,0.6,0.76,450,920,1700,2400
UTTAR PRADESH,20.4,30.8,7.1,9.1,7.8,8.4,258,292,2.6,3,0.53,0.73,680,930,2200,2700
UTTAR PRADESH,25.8,29.7,7.5,8.7,7.7,8.1,260,284,2.5,2.9,0.57,0.7,610,780,1500,2100
UTTAR PRADESH,20.5,30.7,7.2,8.9,7.4,8.4,260,297,2.6,3,0.61,0.72,610,920,1500,2500
UTTAR PRADESH,22.5,31,7.3,9.4,7.9,8.4,324,542,2.2,2.9,0.62,124,700,1300,1200,2000
UTTAR PRADESH,22.5,31,6.6,8.5,7.6,8,332,552,3.3,4.5,0,1.96,7900,14000,13000,22000
UTTAR PRADESH,23,31.5,7,9,7.7,8.2,328,548,2.8,3.8,0.68,1.88,5800,11000,8400,17000
UTTAR PRADESH,22.5,31,7.2,9.6,7.8,8.4,320,542,2.1,2.8,0.58,1.56,680,1100,1100,2000
UTTAR PRADESH,22.5,31,6.7,8.5,7.6,8.1,332,550,3.3,4.5,0.72,2.25,7900,17000,14000,23000
UTTAR PRADESH,27,29,7,7.8,7.7,8,328,540,3.2,4.2,0.68,1.86,6300,11000,9400,17000
UTTAR PRADESH,23,33.5,7,8.8,7.8,8.2,324,546,2.8,3.8,0.65,1.98,4600,11000,8400,17000
UTTAR PRADESH,27,29,7.4,8.4,7.3,8.2,320,536,2.8,3.6,0.6,1.76,4600,7000,6300,11000
UTTAR PRADESH,23,31.5,6.5,8.2,7.7,8,336,768,3.5,4.7,0.78,2.32,9400,17000,15000,26000
BIHAR,16,33,6.9,8.8,7.2,8.2,225,617,1,2.5,0.3,0.3,780,92000,2300,160000
BIHAR,17,32,7,9,7.1,8.3,247,646,1,2.1,0.3,0.34,2200,54000,3300,92000
BIHAR,16,33,6.7,8.5,7.3,8.4,243,635,1,2.6,0.3,0.3,1300,92000,2300,160000
BIHAR,16,31,6.5,8.9,7.3,8.2,249,610,1,2.6,0.3,0.33,1300,54000,2300,92000
BIHAR,17,32,7.3,8.9,7.2,8.3,219,432,1,2.5,0.3,0.35,130,35000,230,54000
BIHAR,16,32,6.6,9,7.4,8.4,211,483,1,2.8,0.3,0.32,780,92000,2300,160000
BIHAR,15,32,6.9,8.8,7.4,8,209,409,1.2,2.6,0.3,0.3,780,92000,2300,160000
BIHAR,13,33,6.8,9.9,7.2,8.4,268,542,1,2.2,0.3,0.34,1100,54000,1400,92000
BIHAR,13,32,6.9,9.8,7.2,8.4,251,417,1,2.2,0.3,0.3,2300,92000,3300,160000
BIHAR,13,32,6.1,9.5,7.1,8.3,242,415,1,2.5,0.3,0.3,17000,92000,28000,160000
BIHAR,13,31,6.3,9,7.2,8.4,251,398,1.2,2.5,0.3,0.3,13000,92000,22000,160000
BIHAR,13,33,6.1,9.4,7.22,8.38,240,418,1.1,2.6,0.3,0.32,2300,92000,3300,160000
BIHAR,13,33,6.5,9.3,7.2,8.3,238,406,1,2.9,0.3,0.3,1300,92000,2300,160000
BIHAR,13,32,6.3,9.5,7.1,8.4,240,410,1,2.3,0.3,0.3,2300,54000,4600,92000
BIHAR,14,33,6.1,8.8,7.2,8.4,232,417,1.2,2.6,0.3,0.3,2300,35000,3300,92000
BIHAR,14,33,6,8.5,7,8.3,238,502,1.3,2.5,0.3,0.31,2300,92000,3300,160000
BIHAR,15,31,7.2,9.4,7.4,8.2,199,439,1,2.3,0.3,0.3,130,54000,230,160000
BIHAR,16,32,7.2,9.1,7.4,8.2,188,436,1.1,2.5,0.3,0.31,490,92000,790,160000
BIHAR,16,32,7.3,9.5,7.3,8.2,184,457,1,2.7,0.3,0.3,490,92000,700,160000
BIHAR,17,32,7,8.2,7.4,8.1,179,380,1.5,2.2,0.3,0.3,2300,17000,3300,22000
BIHAR,16,33,7.2,9.5,7.2,8.4,190,435,1,2.8,0.3,0.3,2300,92000,3300,160000
BIHAR,12,34,7,9.9,7.1,8.3,226,440,1,2.8,0.3,0.3,1700,92000,3300,160000
BIHAR,15,33,6.9,9.4,7.2,8.3,198,482,1,2.6,0.3,0.3,1300,92000,2300,160000
BIHAR,13,34,6.7,10,7.4,8.3,229,413,1,3,0.3,0.3,3300,92000,7000,160000
BIHAR,13,34,6.6,9.9,7.4,8.3,227,433,1,2.7,0.3,0.3,2300,92000,3300,160000
BIHAR,14,38,6.7,9.8,7.2,8.3,225,440,1,2.5,0.3,0.3,1300,92000,2300,160000
BIHAR,14,37,6.3,9.6,7.3,8.3,222,414,1,2.4,0.3,0.31,2300,92000,3300,160000
BIHAR,15,30,6.4,10,7.2,8.2,187,479,1,2.1,0.3,0.3,2300,92000,3300,160000
BIHAR,10,33,6.3,9,7.2,8.3,219,463,1,2.9,0.3,0.33,1300,54000,2300,92000
BIHAR,12,29,5.5,9.7,7.2,8.1,212,1240,1,2.7,0.3,0.31,450,54000,1300,92000
BIHAR,12,29,5.9,12.1,7.2,8.2,211,522,1.1,5.5,0.3,0.39,1300,92000,2300,160000
BIHAR,16,34,6.5,9.2,7,8.3,214,434,1,2.6,0.3,0.3,1300,92000,2300,160000
BIHAR,16,34,6.7,9.1,7.4,8.3,218,441,1,2.5,0.3,0.3,2300,92000,3300,160000
BIHAR,22,28.2,7.9,8.4,7.8,8.5,296,700,2.1,5.8,0.32,0.69,200,13000,450,3500000
JHARKHAND,16,39,7,7.5,7.4,7.8,94,236,1.1,1.3,0,0,27,64,93,420
JHARKHAND,15,38,7.1,7.5,7.5,7.7,98,258,1.1,1.4,0,0,298,624,610,2100
JHARKHAND,15,38,6.7,7.3,7.3,7.7,102,159,1.1,1.4,0,0,187,979,497,2714
JHARKHAND,16,37,6.9,7.4,7.4,7.8,102,245,1.1,1.3,0,0,21,182,217,1624
WEST BENGAL,17,35,5.5,9.8,6.7,9,223,436,1.3,2.9,0.32,0.96,130,1700,220,5400
WEST BENGAL,16,36,6.4,9.5,6.8,8.7,227,429,1.4,2.9,0.32,0.71,790,17000,3300,24000
WEST BENGAL,16,36,5.9,9.9,6.7,9,219,439,1.3,2.8,0.32,0.89,1700,24000,3300,49000
WEST BENGAL,16,36,6,9.8,6.8,8.4,229,424,1.4,2.9,0.32,0.58,130,3500,790,9200
WEST BENGAL,16,36,5.4,9.4,7,8.6,246,468,1,2.9,0.32,1.2,210,3500,1100,11000
WEST BENGAL,15,36,5.1,9.7,6.7,8.5,224,427,1,3,0.32,0.62,240,5400,1100,14000
WEST BENGAL,15,36,5.2,9.9,7.1,8.4,232,444,1.4,2.9,0.32,0.83,3500,49000,13000,79000
WEST BENGAL,14,36,5.1,9.6,7.1,8.7,240,484,1.4,2.9,0.32,0.73,1700,49000,6300,110000
WEST BENGAL,16,36,5.3,9.7,7.1,8.4,268,4223,1.4,2.9,0.32,0.99,5400,54000,14000,79000
WEST BENGAL,18,35,5,7.5,6.9,8.1,230,451,2.4,3.3,0.32,1.33,23000,84000,79000,170000
WEST BENGAL,20,34,5,7.8,6.8,7.9,222,483,2.4,3.6,0.35,1.56,31000,79000,70000,140000
WEST BENGAL,20,36,5,7.8,6.9,8,243,469,2,3.9,0.33,1.84,33000,94000,70000,170000
WEST BENGAL,23,35,5,6.8,6.8,8,254,1224,2.3,3.1,0.53,1.75,17000,34000,27000,49000
WEST BENGAL,21,37,5.2,6.9,6.8,8.2,508,10296,2.1,3.2,0.61,1.85,1300,7800,2200,11000
WEST BENGAL,22,34,5.4,7.5,7.8,8.5,705,17930,1,2.6,0.32,1.87,3600,7900,7900,14000
UTTARAKHAND,4,4,11.2,11.2,7.8,7.8,31,31,1,1,0.32,0.32,2,2,2,2
UTTARAKHAND,10,10,10.8,10.8,7.6,7.6,56,56,1,1,0.33,0.33,2,2,2,2
UTTARAKHAND,9,21,9.4,10.8,7.7,8.4,105,214,1,1,0.32,0.6,2,2,2,2
UTTARAKHAND,17,21,9.4,10.8,8.2,8.4,128,286,1,9,0.32,0.47,2,4000,13,17000
UTTARAKHAND,10,22,9.2,10.6,7,8.1,72,186,1,1,0.32,0.37,41,84,70,94
HIMACHAL PRADESH,20,24.3,9,10.5,8,8.4,134,518,1,9,0.49,1.32,7,7800,170,33000
HIMACHAL PRADESH,16,23,6.3,8.4,7,8.4,264,702,1,2.5,0.54,0.9,2,94,49,220
HIMACHAL PRADESH,16,22,6.3,8.4,7.7,8.3,243,666,1.6,3.6,0.54,0.9,2,220,94,540
HIMACHAL PRADESH,15,23,6.4,8.5,7.4,8.3,257,587,1.3,2.9,0.54,0.92,40,240,170,350
HIMACHAL PRADESH,16,24,6.4,8.4,7.7,8.4,301,550,1.2,3.5,0,0.92,46,350,280,920
HARYANA,17.5,27.5,7.9,8.8,8,8.4,211,358,1,15,0.53,0.89,110,4900,790,92000
HARYANA,14,20,7.6,9.8,7.8,8.3,208,390,1,6,0.79,1.07,14,1300,79,13000
HARYANA,18.5,27.7,6.8,7.8,7.3,8.2,181,953,1,4.2,0.3,0.3,2,200,200,900
HARYANA,18.5,27.7,6,7.9,7.1,8.2,210,954,1,6.2,0.3,0.3,100,400,300,1200
HARYANA,18.5,27.7,5.2,7.8,6.9,8.1,238,864,1.2,30,0,0.3,100,1500,400,4200
HARYANA,18.5,27.7,6.8,10.2,7.7,8.6,221,413,1,6,0.52,1.66,45,4900,700,11000
HARYANA,18.5,27.7,3.8,7.4,6.9,7.8,189,989,1.2,6.8,0.3,0.3,100,600,600,1700
HARYANA,18.5,27.7,6.3,8.6,7.7,8.7,299,620,1,8,0.66,1.99,92,2300,270,4900
HARYANA,18.5,27.7,6,7.8,6.1,8.1,195,350,1,6.2,0.3,0.32,2,1000,200,10000
HARYANA,18.5,27.7,5.2,7.8,5.5,8.2,235,1080,1.8,6.8,0,0.3,100,1100,400,3400
DELHI,16,16,11.2,11.2,7.5,7.5,1172,1172,13,13,2,2,1400,1400,2200,2200
DELHI,18.5,27.7,6.2,9.2,7.4,8.2,346,1265,1,16,0.32,2.31,200,2600000,54000,7000000
DELHI,18.5,27.7,6.3,11.3,7.1,7.5,567,1044,1,3,0,0,180,560,467,1423
DELHI,18.5,27.7,4,8.2,7.2,7.5,372,1058,4,9.8,0,0,200,5500,1702,13560
DELHI,18.5,27.7,0.3,3,7.1,7.5,311,1273,22,46,0,0,5500,100000,17000,17000
DELHI,18.5,27.7,0.3,4.1,7.2,7.5,409,1060,18,38,0,0,6100,81000,10108,322000
DELHI,18.5,27.7,0.3,2.5,7.1,7.5,407,1964,26,48,0,0,9300,31000,28200,72400
DELHI,18.5,27.7,0.3,1.8,7.1,8,526,1196,30,50,0,0,120000,380000,115404,620000
DELHI,18.5,27.7,0.3,1.1,6.8,7.7,552,1016,35,56,0,0,170000,470000,161600,896000
UTTAR PRADESH,18.5,27.7,0.3,5.4,7.4,7.7,517,1878,14,94,0.33,2.66,7800,14000000,23000,21000000
HARYANA,16,30,0.3,6,7.6,8.7,1034,1358,11,36,0.32,0.67,1700,490000,6300,790000
HARYANA,15,28,0.3,1.7,7.5,8.2,1101,1385,12,55,0.37,3.8,130000,1700000,130000,9400000
UTTAR PRADESH,12,28,4.2,7.2,7.6,8.1,692,734,9.2,15.6,0,0,23000,49000,58000,110000
UTTAR PRADESH,11,28,4,7.4,7.6,8.2,614,642,7.6,11.6,0,0,22000,33000,49000,94000
UTTAR PRADESH,11,28,4.6,6.6,7.6,8.2,543,628,7.8,12.2,0,0,12000,33000,39000,94000
UTTAR PRADESH,11,28,4.2,6.8,7.6,8.2,572,652,8,13.2,0,0,14000,33000,41000,120000
UTTAR PRADESH,11,28,4,6.4,7.8,8.2,618,668,8.8,14,0,0,572,38000,640,150000
UTTAR PRADESH,24,28,7,8,7.5,7.8,406,1800,6.4,14.4,0,0,4000,7000,7800,11000
UTTAR PRADESH,24,28,6.6,7,6.7,7.5,512,2045,7.2,15.6,0,0,6800,17000,11000,33000
UTTAR PRADESH,23,28,6,7.2,7.4,7.8,1022,2512,8,9.6,0,0,6800,17000,9300,25000
UTTAR PRADESH,16.8,36.8,5.1,7.1,7.5,7.9,487,2438,8.4,22,0,0,7000,46000,21000,160000
UTTAR PRADESH,17.1,36.4,4.9,6.5,7.4,7.8,434,2418,7.2,18.8,0,0,4900,40000,14000,94000
UTTAR PRADESH,17.2,36.6,5.2,6,7.5,8,460,2722,7.6,18,0,0,5800,43000,17000,94000
UTTAR PRADESH,18.6,37.9,6.2,7.4,7.5,7.8,407,2532,6.4,16,0,0,4100,27000,13000,70000
UTTAR PRADESH,18,32,6.2,9.3,7.2,8.8,602,1633,3.9,15.7,3.09,21.93,2,79000,4500,240000
UTTAR PRADESH,18,31,7.1,9,7.3,8.9,447,1091,2.1,8.1,0.32,5.89,2,33000,2,490000
UTTAR PRADESH,17,28,4.9,7.1,7.4,7.8,659,848,2.6,5.2,0,0,9300,23000,17000,79000
UTTAR PRADESH,20.7,30.7,6.8,8.4,7.7,8.3,318,397,2.5,2.7,0.55,0.68,400,680,1400,1700
HIMACHAL PRADESH,6.8,10.6,7.9,9.3,7.3,7.9,35,105,1,1,0.32,1.31,2,20,7,920
UTTARAKHAND,16.5,24,9.4,10.4,8.2,8.5,121,318,1,13,0.32,0.44,2,7900,17,13000
HIMACHAL PRADESH,18,25,7.8,8.4,7.6,8.4,292,421,1.2,2.1,0.66,0.89,22,110,130,280
HIMACHAL PRADESH,18,25,7.7,8.2,7.6,8.4,296,421,1.1,2.2,0.59,0.9,26,130,130,350
HIMACHAL PRADESH,6,8,6.7,8.8,7.7,8.4,216,366,1,1,1.78,6.64,2,8,21,140
HIMACHAL PRADESH,6,18,7.6,9.3,7.5,8.3,208,446,1,1,0.32,5.25,2,11,12,220
HIMACHAL PRADESH,18,25,6.5,8.6,7.3,8.2,348,927,1,2.6,0.47,0.97,13,70,33,280
HIMACHAL PRADESH,17,25,6.5,8.5,7.9,8.3,346,889,1.1,3.2,0,3.14,33,130,110,350
HIMACHAL PRADESH,8,12.1,7.2,8,7.2,8.1,76,282,1,1,0.65,2.22,4,110,39,280
HIMACHAL PRADESH,8,12.2,7.2,8.1,7.2,8.1,72,288,1,1,0.63,2.18,7,70,27,1600
HIMACHAL PRADESH,17,24,6.4,8.7,7.3,8.2,390,899,1,2.8,0.49,0.79,21,70,70,280
HIMACHAL PRADESH,8,11.4,7.4,8.3,7.2,8.1,69,250,1,1,0.62,2.32,4,26,17,220
HIMACHAL PRADESH,15,25,7.6,8.1,7.6,8.3,318,443,1,2.3,0.59,0.89,26,70,130,280
HIMACHAL PRADESH,15,25,7.6,8.2,7,8.4,303,449,1.2,2.5,0.61,0.86,27,94,170,350
HIMACHAL PRADESH,17,24,7.1,8,7.8,8.4,302,4563,1.1,2.6,0.6,0.9,32,140,170,350
HIMACHAL PRADESH,6.1,10.3,7.3,9,7.2,8,71,264,1,1,0.83,2.08,2,220,9,1600
HIMACHAL PRADESH,6,8,6.7,9.5,7.6,8.3,210,476,1,1.2,1.65,5.16,2,25,24,540
HIMACHAL PRADESH,5.8,8,8,9.2,7.2,8,42,145,1,1,0.33,3.86,2,17,9,280
HIMACHAL PRADESH,5.9,10,7.9,9.1,7.2,8.3,49,110,1,1,0.34,1.26,2,27,5,350
HIMACHAL PRADESH,6.3,10,7.7,8.9,7,8.4,37,132,1,1,0.32,1.36,7,47,26,350
HIMACHAL PRADESH,6,10,7.2,8.7,7.2,8.2,34,109,1,1,0.32,1.31,2,220,11,920
HIMACHAL PRADESH,8,9,6.2,7.2,7.1,7.8,35,105,1,1,0.41,1.42,2,21,2,170
HIMACHAL PRADESH,6,10.4,7.6,8.7,7,8.4,42,136,1,1,0.32,0.66,2,20,2,280
HIMACHAL PRADESH,6,9,6.7,8.5,7.7,8.5,260,518,1,1.4,2.02,13.06,2,21,21,540
HIMACHAL PRADESH,14,24,6.3,8.6,7.1,8.2,261,633,1.1,2.6,0.58,0.86,2,70,70,350
HIMACHAL PRADESH,15,23,6.4,8.3,7.4,8.3,237,620,1.2,2.6,0.59,0.84,32,130,140,430
HIMACHAL PRADESH,9,19.5,7,8.7,5.5,8.3,81,422,1,3.1,0.33,11.06,8,110,70,1600
HIMACHAL PRADESH,9,22.7,6.9,8.2,6.8,8.2,102,473,1,6.8,0.32,7.32,7,540,17,1600
HIMACHAL PRADESH,7,18,6.7,11,7.2,8.2,166,530,1,1,1.87,5.8,2,9,21,220
HIMACHAL PRADESH,7,20,6.2,10,7.1,8.1,145,769,1,1,2.38,6.61,2,11,26,220
HIMACHAL PRADESH,7.8,30,6.8,8,7.6,8.3,51,343,1,1.8,0.32,1.9,2,33,34,920
UTTARAKHAND,21.6,31.2,0.4,6.8,7.2,7.5,366,614,1.6,3.1,0.32,1.05,2,790000,2000,2400000
UTTAR PRADESH,21.6,31.2,5,7.8,7.3,7.6,359,518,1,2.6,0.32,1.65,2,330000,2,790000
UTTAR PRADESH,18,32,1.4,1.4,7.2,7.4,380,750,32,44,0,0,2602,26006,6613,34054
UTTAR PRADESH,18,27,1.2,4.5,6.5,7.5,330,530,15,20,0.4,0.46,130000,260000,170000,790000
UTTAR PRADESH,18,28,2.1,6.5,6.8,7.6,330,746,10,20,0.35,0.48,110000,340000,140000,470000
UTTAR PRADESH,18,28,1.1,5.5,6.2,7.6,316,589,12,24,0.41,0.55,170000,350000,210000,920000
UTTAR PRADESH,16,22,0.3,0.3,7.5,7.8,710,900,42,62,24,34,100000,140000,140000,210000
UTTAR PRADESH,16,21,0.3,0.3,7.4,7.7,630,820,38,56,22,30,82000,120000,120000,170000
UTTAR PRADESH,17,22,0.3,0.3,7.5,7.8,750,1000,44,68,30,38,100000,170000,150000,220000
UTTAR PRADESH,15,22,0.3,0.3,7.6,7.8,750,990,48,68,32,40,14000,170000,17000,240000
UTTAR PRADESH,18,32,5.805747837,7.895735476,6.7,7.5,410,750,32,48,0,0,2629,26425,6712,35016
UTTAR PRADESH,20,25,0.3,8.8,6.4,8.4,304,1375,3.2,48,0.75,0.96,2100,340000,3800,470000
UTTAR PRADESH,18.5,27.7,1.4,4.1,6.9,8.2,755,861,15,22,0,0.62,230000,3400000,310000,4000000
UTTAR PRADESH,26,26,1.1,4.8,7,7.9,450,1082,12,27,0,0.42,170000,2700000,270000,3800000
UTTAR PRADESH,19,25.5,2.9,3.4,7.2,7.7,300,340,12,16,0,0,345,448,577,686
UTTAR PRADESH,19,25.8,0.3,0.3,7,7.3,480,670,32,40,0,0,3973,5339,7025,9480
MADHYA PRADESH,21,31,6.4,9.2,7.2,8,229,354,1,2.2,0.33,1.62,2,2,31,41
UTTAR PRADESH,17,24,5.4,7.6,7.2,7.9,344,3400,2.2,3.1,0,0,7800,9300,13000,17000
UTTAR PRADESH,21.9,30,7.4,8.5,7.7,8.9,267,559,1,1.5,0.32,0.32,2,4500,2,23000
MADHYA PRADESH,19,30,8.1,11,8.1,8.8,350,643,1,3.6,0.32,0.32,2,170000,7800,1100000
MADHYA PRADESH,12,28,6.5,10.6,7.5,8.3,200,740,1,2.9,2.2,7.31,4,94,110,350
MADHYA PRADESH,12,28,6.5,10.6,7.5,8.3,200,740,1,2.9,2.2,7.31,4,94,110,350
MADHYA PRADESH,21,29,7.1,8.5,7.4,8.3,287,492,1,1.8,0.33,1.37,2,2,26,58
MADHYA PRADESH,21,29,7.2,7.5,7.4,8.3,294,472,1,1.9,0.38,1.4,2,2,31,58
MADHYA PRADESH,21,28,4.2,7.8,6.4,8.1,342,1978,2.4,4.7,3.27,7.64,21,110,210,920
MADHYA PRADESH,17,33,7.3,8.3,7.2,8.2,304,685,1.5,2.7,2.26,5.32,14,38,110,350
MADHYA PRADESH,18,33,7.2,8.3,7.3,8.3,288,686,1.3,2.3,1.22,3.72,13,43,150,280
MADHYA PRADESH,13,28,3.9,11.6,7.5,8.2,219,912,1.1,10.4,4.31,16.81,6,120,170,430
MADHYA PRADESH,13,27,5.6,10.6,7.5,8.5,228,949,1.2,4.5,1.7,15.74,6,84,170,430
MADHYA PRADESH,19,32,7.2,9.2,7.6,7.9,266,428,1,2.1,0.33,0.36,2,2,26,49
RAJASTHAN,21,32,4.7,6.3,8.1,8.8,309,873,1,2.5,0.82,2.72,63,170,140,350
RAJASTHAN,18,33,4.4,6.1,8.2,8.9,299,1046,1,2.4,1.42,3.43,70,170,150,280
MADHYA PRADESH,23,29,7,7.6,7.3,7.9,206,639,1.8,2,0.32,1,2,4,43,58
MADHYA PRADESH,18.9,29.7,6.8,7.5,7.6,7.8,319,597,1.1,1.5,0.69,1.02,2,2,41,46
MADHYA PRADESH,18.5,29.8,6.8,7.1,7.7,8.2,323,702,1.3,1.8,0.68,1.17,2,2,43,58
MADHYA PRADESH,23,28,6.4,7.6,7.4,8,202,562,1.8,2,0.32,2.83,2,2,47,49
MADHYA PRADESH,15,26,5.9,10.5,7.3,8.4,274,413,1,2.3,1.85,11.8,2,94,120,430
MADHYA PRADESH,22,30,6.1,7.8,6.9,8.3,240,438,1.1,1.9,0.33,0.84,2,2,32,46
MADHYA PRADESH,19,27,5.8,8.5,7.4,8.7,186,300,1,2.2,1.49,3.5,2,22,2,540
MADHYA PRADESH,23,28,5.7,7.2,7.2,8.2,512,1696,4.5,12,1.22,2.49,14,1600,920,1600
MADHYA PRADESH,27.4,32.5,3.4,7.4,7.1,8,354,6783,1,2.1,0,0,2,2,4,72
MADHYA PRADESH,18,29,7,7.9,7.1,7.7,220,690,1.2,1.8,0.52,2.42,2,3,26,42
RAJASTHAN,16,30,4,6.3,6.9,7.8,443,627,2.2,3,1.22,3.19,84,170,150,300
RAJASTHAN,18,33,5.3,6.8,7.9,8.5,339,481,1,1.3,0.62,1.22,26,49,46,120
RAJASTHAN,19,34,4.1,5.9,7.9,8.9,382,900,1.3,2.8,0.82,2.72,220,350,350,540
RAJASTHAN,15,33,4.1,6.3,8.2,8.7,382,945,1.2,2.8,1.07,3.63,170,350,350,540
RAJASTHAN,15,34,3.3,6.1,8.1,8.9,388,1362,1.9,3.8,1.14,4.94,240,350,350,920
RAJASTHAN,12,31,4.7,6.3,7,8.5,370,775,1,3.1,0.64,5.63,22,140,40,280
UTTAR PRADESH,18,31,7.4,9.3,7.1,8,343,663,1.7,6.5,0.32,0.7,2,33000,2,49000
MADHYA PRADESH,20,33,7.4,10.7,7.7,8.2,174,445,1.2,2.6,0.32,0.51,2,15,68,120
MADHYA PRADESH,22,28,7.4,7.5,7.6,7.9,304,324,1.8,2,0.51,0.93,2,2,47,49
MADHYA PRADESH,22,28,7,7.8,7.3,8.5,277,2449,1.6,3.4,0.32,4.98,2,25,43,1600
MADHYA PRADESH,22,27,6.9,7.9,7.3,8.1,405,907,1.8,2,0.64,1.07,2,4,43,49
MADHYA PRADESH,22,27,0.3,7.6,3.4,8.1,653,8763,6,28,0.94,11.29,40,1600,1600,1600
MADHYA PRADESH,15,25,7,8.1,7.1,7.8,315,718,1,2.3,0.3,1.85,2,6,12,28
MADHYA PRADESH,20.5,21,6.9,7.2,7.5,7.9,360,439,1,1.1,1.54,2.01,2,2,24,34
MADHYA PRADESH,18,27,7,8.2,7.2,7.8,380,600,1.4,1.9,0.3,1.4,2,6,20,26
MADHYA PRADESH,22,30,7.2,7.6,7.4,7.9,298,384,1.8,2,0.55,0.98,2,4,48,49
RAJASTHAN,17,33,4.7,5.8,8.1,8.9,311,1092,1,2,1.22,2.52,70,150,140,350
MADHYA PRADESH,15,31,7,8.8,7.2,7.9,290,511,1.4,2.1,0.32,1.4,2,6,24,34
MADHYA PRADESH,15,26,5.8,11.7,7.4,8.1,371,715,1,4.6,5.05,30.72,6,110,220,480
MADHYA PRADESH,15,32,7,8.5,7.2,7.6,270,507,1.6,1.9,0.5,1.83,2,6,2,34
MADHYA PRADESH,20,22.5,0.3,0.3,7.2,8.1,982,1485,10,36,2.13,4.78,32,5400,920,12000
MADHYA PRADESH,19,22,0.3,0.3,7.2,8.2,973,1418,14,38,2.14,7.35,2,6300,1400,17000
MADHYA PRADESH,19.5,22.5,4,6.4,7.4,8.4,880,1330,1,8,1.24,3.17,10,700,430,1600
MADHYA PRADESH,22.7,33,2.8,9.1,6.8,7.9,612,5952,2,3.7,0,0,2,15,70,120
MADHYA PRADESH,22,27,6.2,7.8,7.1,7.9,386,1064,3.4,10,0.32,2.8,350,1600,1600,1600
MADHYA PRADESH,22,27,7,7.6,7.4,7.9,333,1039,2.4,6,0.32,1.94,2,1600,210,1600
MADHYA PRADESH,22,27,6.8,7.6,7.3,8,493,1254,8,12,0.93,3.47,920,1600,1600,1600
MADHYA PRADESH,22,26,7,7.5,7.1,7.9,370,1041,2.4,8,0.32,2.24,2,1600,280,1600
MADHYA PRADESH,23,29,6.8,8,7.5,8.2,388,1068,1.4,3.6,0.32,1,2,6,46,1600
MADHYA PRADESH,22,26,7.1,7.6,7.4,8,288,585,1.8,2,0.63,0.98,2,4,47,49
JHARKHAND,26.5,30,7.2,7.6,7.2,7.5,308,1256,1.3,2.6,0,0,3990,70795,6708,367459
UTTARAKHAND,15,24,1.4,4,6.8,7.8,321,601,20,34,0.33,0.53,1400,28000,1600,160000
UTTARAKHAND,13,30,5.6,7.7,7.2,7.8,181,316,2,3,0.35,0.83,130,540,170,920
UTTARAKHAND,13,32,1.4,4.4,6.7,7.7,216,636,12,28,0.37,1.15,240,920,540,1600
UTTARAKHAND,13,34,6,7.6,6.8,7.9,236,596,2.6,3,0.34,0.82,220,920,280,1600
UTTARAKHAND,12,33,1.2,4.1,7,7.7,298,1254,14,38,0.39,1.29,350,1600,540,1600
UTTARAKHAND,20.6,32,4.5,8.3,7.1,7.8,238,813,1,7.1,0.32,0.37,13000,130000,70000,490000
UTTARAKHAND,13,31,6.8,7.8,7.4,7.9,211,628,2,3.8,0.33,0.66,120,280,170,350
UTTARAKHAND,21,30.2,6.2,8.8,7.5,7.6,295,714,1,2.8,0.32,0.9,7800,330000,13000,790000
UTTARAKHAND,13,23,7.4,8.8,7.3,8.2,230,280,1.4,2.4,0.32,0.4,63,170,84,210
UTTARAKHAND,12,32,5,7,7.2,7.9,265,672,3,7.8,0,0.88,170,540,280,920
UTTARAKHAND,20.2,30.9,0.3,6.2,7.6,7.9,380,1030,7.5,13,0.32,1.74,2300,170000,7900,1300000
UTTARAKHAND,12,31,2.4,7.2,7.2,7.8,221,918,2,12,0.33,0.97,220,920,350,1600
UTTAR PRADESH,21,31.6,6.5,8.3,7.5,8,121,745,1,2.4,0.32,0.98,4500,130000,7800,490000
UTTAR PRADESH,20.3,31.2,0.3,8.9,6.2,7.8,217,715,1.4,145,0.32,0.37,200,1300000,780,9200000
