State,Temp_Min,Temp_Max,Oxy_Min,Oxy_Max,pH_Min,pH_Max,Con_Min,Con_Max,BOD_Min,BOD_Max,N_Min,N_Max,FC_Min,FC_Max,TC_Min,TC_Max
UTTAR PRADESH,24.0,28.0,6.6,7.0,6.7,7.5,512,2045,7.2,15.6,0.0,0.0,6800,17000,11000,33000
MAHARASHTRA,19.0,20.0,5.2,6.1,7.8,8.8,549,1370,3.0,4.6,0.3,3.33,11,40,120,430
UTTARAKHAND,14.0,17.0,9.8,10.8,7.6,7.8,61,80,1.0,1.0,0.32,0.33,2,2,2,4
JAMMU & KASHMIR,5.5,23.0,5.8,9.8,7.4,8.2,160,325,2.5,3.8,0.0,0.0,269,222893,820,5604690
ODISHA,25.0,33.4,4.9,7.1,6.8,7.9,295,42210,1.2,2.2,0.32,2.9,45,1300,330,3500
ODISHA,27.0,28.0,9.6,10.0,7.3,7.6,152,229,1.0,1.0,0.32,0.49,780,780,1300,1300
ASSAM,21.0,24.0,4.2,5.7,6.6,7.2,128,162,2.0,2.8,0.9,1.3,620,910,1300,2000
TELANGANA,26.0,27.0,0.3,5.9,6.9,8.4,438,2143,1.8,13.0,1.12,6.6,2,24,32,430
ASSAM,19.0,32.0,5.5,6.3,7.2,7.9,112,136,2.0,2.4,0.5,2.0,620,930,1300,2000
MADHYA PRADESH,25.0,28.2,5.5,7.1,7.5,7.5,255,306,1.1,1.9,0.0,0.0,544,1066,1347,2348
MADHYA PRADESH,20.0,21.0,7.3,7.7,7.6,8.6,322,514,1.0,1.2,0.79,1.28,2,2,36,58
BIHAR,15.0,33.0,7.5,9.2,7.4,8.2,143,359,1.0,3.0,0.3,0.3,1300,92000,2300,160000
KARNATAKA,25.0,30.0,7.0,7.6,7.4,8.5,92,350,1.0,2.8,0.3,1.2,17,170,170,1500
HIMACHAL PRADESH,8.0,26.0,8.0,9.3,7.1,8.2,61,202,1.0,1.0,0.32,1.15,41,110,210,920
ASSAM,16.0,28.0,5.0,6.2,6.8,7.2,102,144,2.2,2.7,0.8,1.7,620,940,1300,2100
BIHAR,16.0,32.0,7.3,9.5,7.3,8.2,184,457,1.0,2.7,0.3,0.3,490,92000,700,160000
BIHAR,15.0,30.0,6.4,10.0,7.2,8.2,187,479,1.0,2.1,0.3,0.3,2300,92000,3300,160000
MAHARASHTRA,26.0,28.0,3.2,4.9,7.0,7.9,245,830,9.0,31.0,0.3,4.39,14,550,425,1800
BIHAR,13.0,29.0,7.5,8.6,7.5,8.0,230,462,1.1,2.2,0.3,0.3,7000,35000,11000,54000
JAMMU & KASHMIR,17.0,26.0,6.7,7.2,7.6,8.4,160,324,1.0,1.0,0.0,0.32,113,240,600,1300
HIMACHAL PRADESH,16.0,23.0,6.3,8.4,7.0,8.4,264,702,1.0,2.5,0.54,0.9,2,94,49,220
KARNATAKA,25.0,36.0,3.6,6.9,7.2,8.1,269,1144,4.0,12.0,1.0,5.0,22,9400,79,92000
TRIPURA,21.0,31.0,5.3,6.7,7.0,7.7,122,191,1.1,2.1,0.7,1.9,26,58,94,210
ODISHA,20.0,29.3,6.3,7.0,6.7,8.1,93,140,1.1,1.7,0.32,1.51,2,1700,330,2400
ASSAM,21.0,32.0,5.6,9.5,6.8,7.4,122,154,2.0,2.5,0.6,1.7,360,1400,910,2100
BIHAR,16.0,34.0,6.4,8.5,7.3,8.0,210,341,1.0,2.6,0.3,0.3,4900,92000,7900,160000
TRIPURA,21.0,30.5,5.2,6.2,6.6,7.2,142,189,1.1,1.9,0.9,2.4,27,58,94,240
NAGALAND,20.3,33.3,5.8,7.5,6.7,8.1,74,305,1.4,2.5,0.4,2.0,15,73,119,2482
JAMMU & KASHMIR,5.8,24.7,1.1,6.6,7.1,7.8,190,382,4.5,10.7,0.0,0.0,792,33580,2041,41370
ANDHRA PRADESH,25.0,27.0,7.1,7.7,7.2,8.2,772,950,2.4,2.8,1.05,1.76,4,28,64,470
UTTAR PRADESH,23.0,28.0,5.7,7.0,7.9,8.2,345,518,4.0,4.9,0.0,0.92,2700,4900,4700,12000
MAHARASHTRA,26.0,27.0,4.6,6.1,7.5,8.4,431,1336,3.5,9.7,0.3,3.42,7,45,200,550
HIMACHAL PRADESH,14.0,23.0,5.8,7.1,7.5,8.0,615,1384,1.0,5.4,1.69,17.26,5,220,34,1600
KARNATAKA,27.0,32.0,6.7,8.0,8.2,8.7,685,1961,2.0,3.2,0.5,3.6,170,460,920,2700
BIHAR,18.0,29.0,1.5,6.2,7.5,8.2,169,663,2.4,8.0,0.3,0.3,11000,92000,14000,160000
UTTAR PRADESH,19.0,25.5,2.9,3.4,7.2,7.7,300,340,12.0,16.0,0.0,0.0,345,448,577,686
HIMACHAL PRADESH,11.0,17.5,8.5,9.2,6.9,8.2,158,286,1.0,1.0,0.31,2.18,2,27,110,5400
WEST BENGAL,21.0,35.0,5.0,9.7,7.9,8.7,232,1884,1.0,2.9,0.3,0.98,3300,4900,7000,11000
ODISHA,21.0,23.0,6.3,8.9,6.8,8.5,108,236,1.1,1.9,0.32,4.34,110,2300,790,5600
JAMMU & KASHMIR,18.0,18.0,2.3,2.3,8.9,8.9,172,172,9.5,9.5,0.0,0.0,29,70,65,128
MADHYA PRADESH,21.0,29.0,7.2,7.5,7.4,8.3,294,472,1.0,1.9,0.38,1.4,2,2,31,58
GUJARAT,25.0,30.0,5.4,7.3,7.7,8.3,384,560,1.0,1.7,0.32,1.56,2,6,2,47
UTTARAKHAND,13.0,23.0,7.4,8.8,7.3,8.2,230,280,1.4,2.4,0.32,0.4,63,170,84,210
MAHARASHTRA,26.0,28.0,3.7,4.4,7.0,7.8,243,679,13.0,24.0,0.3,3.72,12,195,425,1800
ANDHRA PRADESH,21.0,29.0,5.3,6.4,7.3,8.0,964,1652,1.0,2.7,0.46,1.51,163,615,602,1553
MAHARASHTRA,22.0,25.0,5.6,7.1,7.3,7.9,181,5544,2.8,3.8,0.79,4.78,2,4,34,55
MADHYA PRADESH,22.0,28.0,7.0,7.8,7.3,8.5,277,2449,1.6,3.4,0.32,4.98,2,25,43,1600
ANDHRA PRADESH,25.0,28.0,6.1,6.9,7.6,8.2,7770,27420,2.6,2.8,0.83,1.27,4,11,43,380
JAMMU & KASHMIR,4.1,10.8,7.3,10.2,7.3,8.4,203,454,1.0,1.8,0.0,0.0,1061,37461,1546,64922
HIMACHAL PRADESH,15.0,23.0,6.4,8.3,7.4,8.3,237,620,1.2,2.6,0.59,0.84,32,130,140,430
BIHAR,20.0,32.0,3.6,11.4,7.2,7.8,246,580,1.5,3.1,0.3,0.3,1300,92000,2200,160000
ANDHRA PRADESH,21.0,29.0,5.5,6.2,6.9,8.1,547,896,1.3,2.5,0.34,1.29,173,378,501,980
KARNATAKA,17.0,26.0,6.3,7.7,7.0,8.7,48,170,1.0,2.5,0.3,1.0,17,43,210,350
KARNATAKA,25.0,28.0,6.4,13.2,7.9,8.7,1104,2060,1.0,1.0,0.0,1.42,79,2800,350,16000
RAJASTHAN,18.0,30.0,4.0,6.6,7.1,7.9,605,945,1.9,3.5,3.19,7.01,110,220,150,350
ODISHA,22.0,32.0,6.6,8.5,7.3,8.5,158,327,1.3,2.5,0.32,0.98,330,7900,1700,22000
JHARKHAND,9.6,25.0,7.6,7.9,6.5,7.6,308,1256,1.0,2.3,0.0,0.0,3990,70795,6708,367459
MADHYA PRADESH,15.0,31.0,7.8,8.7,7.3,8.2,172,285,1.0,1.7,0.32,2.46,2,10,2,150
MAHARASHTRA,20.0,28.0,5.5,6.4,7.2,8.0,238,761,2.8,3.8,0.63,5.4,4,48,40,58
TRIPURA,21.0,31.0,5.3,6.4,7.1,7.7,124,179,1.2,1.9,0.7,1.7,31,58,84,210
KERALA,23.0,33.0,5.6,8.1,6.5,7.5,23,37,1.0,1.6,0.3,0.3,2,79,4,140
TELANGANA,18.0,21.0,4.2,5.4,6.8,7.3,1206,1555,3.5,4.8,20.12,40.13,8,8,79,94
BIHAR,12.0,29.0,5.9,12.1,7.2,8.2,211,522,1.1,5.5,0.3,0.39,1300,92000,2300,160000
JHARKHAND,17.0,32.0,7.2,7.6,7.2,7.6,308,1256,1.0,2.6,0.0,0.0,3990,70795,6708,367459
ODISHA,19.0,31.0,6.2,7.5,6.8,8.0,80,164,1.1,1.8,0.32,1.58,110,1300,490,4000
PUNJAB,12.0,29.0,0.3,7.8,7.1,7.8,300,808,2.0,50.0,1.7,6.3,7900,1700000,17000,3500000
HIMACHAL PRADESH,7.0,11.5,9.1,9.4,7.5,8.3,141,534,1.0,1.0,0.32,1.49,2,33,9,280
KARNATAKA,22.0,31.0,2.5,6.2,7.3,8.4,319,859,3.0,8.0,1.5,5.4,140,680,2100,4100
JAMMU & KASHMIR,9.0,16.0,7.2,7.6,7.2,7.5,110,206,1.0,1.1,0.0,0.32,191,994,524,2780
WEST BENGAL,21.0,32.0,7.2,10.4,6.7,8.5,124,736,2.1,8.9,0.3,1.89,1700,3400,3200,4900
MAHARASHTRA,27.0,30.0,4.5,5.8,7.5,8.1,349,1621,3.4,8.5,0.3,10.78,10,115,95,900
MANIPUR,19.0,22.0,7.2,7.4,7.1,7.3,170,190,3.0,3.3,0.0,0.0,20,25,55,65
TAMIL NADU,28.0,37.0,5.2,6.5,7.1,8.3,335,1177,1.0,3.1,0.32,3.42,14,26,26,70
MAHARASHTRA,22.0,36.0,5.8,7.2,8.2,8.9,630,1250,2.4,6.0,0.3,1.36,2,9,2,47
HIMACHAL PRADESH,23.0,31.0,5.9,7.3,7.4,7.8,358,745,1.0,2.5,0.32,2.1,2,8,13,114
BIHAR,14.0,37.0,6.3,9.6,7.3,8.3,222,414,1.0,2.4,0.3,0.31,2300,92000,3300,160000
KARNATAKA,23.0,27.0,5.4,6.7,7.7,8.4,253,541,2.0,4.2,1.9,4.1,140,330,1300,2400
MIZORAM,19.0,25.0,5.1,8.2,7.3,8.4,102,367,1.0,1.3,0.02,0.57,2,150,210,2400
HARYANA,15.0,28.0,0.3,1.7,7.5,8.2,1101,1385,12.0,55.0,0.37,3.8,130000,1700000,130000,9400000
BIHAR,20.0,31.0,6.4,9.8,7.3,8.4,230,515,1.0,2.7,0.3,0.3,2300,24000,3300,54000
JHARKHAND,14.0,26.0,7.1,8.0,6.6,7.5,308,1256,1.8,3.3,0.0,0.0,3990,70795,6708,367459
KARNATAKA,17.0,20.0,6.7,7.3,7.3,8.0,40,91,1.0,2.0,0.3,0.64,17,41,220,350
ODISHA,21.0,24.0,6.2,8.6,6.9,8.2,135,178,1.3,1.6,0.32,1.66,130,24000,790,54000
ODISHA,21.0,29.0,6.2,9.6,6.8,8.0,103,178,1.1,1.9,0.32,0.65,130,790,490,2400
TAMIL NADU,27.0,31.0,5.6,6.7,7.4,7.9,340,533,2.3,2.8,0.32,1.04,2,11,2,200
ANDHRA PRADESH,25.0,27.0,6.1,7.2,6.4,8.4,141,296,2.0,2.4,0.32,2.43,4,20,150,240
MADHYA PRADESH,20.0,22.5,0.3,0.3,7.2,8.1,982,1485,10.0,36.0,2.13,4.78,32,5400,920,12000
HIMACHAL PRADESH,17.0,24.0,6.4,8.7,7.3,8.2,390,899,1.0,2.8,0.49,0.79,21,70,70,280
HARYANA,18.5,27.7,3.8,7.4,6.9,7.8,189,989,1.2,6.8,0.3,0.3,100,600,600,1700
ODISHA,28.9,30.8,6.6,7.2,7.7,8.3,102,200,1.0,1.0,0.0,0.0,2,79,67,7828
MAHARASHTRA,24.0,27.0,5.3,7.8,7.4,8.1,85,192,1.8,3.0,0.39,2.59,6,11,24,39
ODISHA,21.0,31.0,2.4,7.0,6.6,7.8,188,625,3.2,5.7,0.72,18.78,4900,54000,9400,92000
MIZORAM,16.0,26.0,7.5,9.8,6.8,8.0,93,217,1.0,1.5,0.02,1.3,12,28,76,156
MIZORAM,20.0,24.0,4.9,8.2,7.2,8.1,38,126,1.0,1.3,0.02,0.92,27,109,93,346
TAMIL NADU,3.0,33.0,5.5,6.7,7.6,8.6,500,1336,1.0,2.7,0.32,0.92,9,24,17,39
JHARKHAND,17.5,35.0,7.0,7.6,7.2,7.6,308,1256,1.2,2.7,0.0,0.0,3990,70795,6708,367459
HARYANA,14.0,20.0,7.6,9.8,7.8,8.3,208,390,1.0,6.0,0.79,1.07,14,1300,79,13000
ASSAM,18.0,24.0,7.0,7.3,6.8,7.8,108,176,2.0,2.7,0.7,1.5,610,1100,1400,2100
UTTARAKHAND,10.0,10.0,10.8,10.8,7.6,7.6,56,56,1.0,1.0,0.33,0.33,2,2,2,2
TELANGANA,22.0,24.0,6.5,7.9,7.1,8.3,574,1054,2.0,4.2,12.07,28.06,5,6,18,23
ODISHA,20.0,30.0,5.2,9.2,7.2,8.4,146,326,1.3,2.2,0.0,0.87,780,4900,2800,17000
HIMACHAL PRADESH,16.0,32.0,6.1,7.9,7.4,8.2,259,498,1.0,4.0,0.32,2.42,2,6,17,170
HIMACHAL PRADESH,6.0,25.0,7.8,9.2,7.2,8.0,80,190,1.0,1.0,0.32,0.98,23,94,120,430
JAMMU & KASHMIR,4.3,18.0,6.8,11.4,7.5,8.9,94,205,1.0,2.7,0.0,0.0,77,901,285,5308
UTTAR PRADESH,27.0,29.0,7.0,7.8,7.7,8.0,328,540,3.2,4.2,0.68,1.86,6300,11000,9400,17000
ODISHA,23.0,30.0,6.6,10.0,7.3,8.2,280,520,1.1,1.6,0.32,3.74,170,2300,700,4900
MADHYA PRADESH,20.9,25.7,7.1,7.9,7.5,7.9,248,716,1.3,1.8,0.04,1.32,2,6,17,48
CHHATTISGARH,2.4,29.0,4.0,7.2,7.1,7.9,400,539,2.0,12.0,0.43,2.26,184,406,220,1100
JAMMU & KASHMIR,16.0,26.0,5.6,8.0,7.3,8.5,286,420,1.0,2.0,0.0,0.32,269,738,700,2000
BIHAR,14.0,30.0,6.8,8.9,7.3,8.3,202,521,1.0,2.6,0.3,0.3,4900,92000,7900,160000
TAMIL NADU,20.0,30.0,5.6,6.9,7.0,8.4,128,391,1.0,2.4,0.32,1.25,8,68,14,200
KARNATAKA,26.0,34.0,7.0,8.0,8.1,8.5,390,1473,2.0,3.0,0.35,11.56,33,490,280,2800
ODISHA,17.0,34.0,5.4,8.1,6.6,8.1,110,263,1.5,2.8,0.32,6.84,13,2300,130,4900
BIHAR,16.0,29.0,7.0,9.3,7.0,8.4,137,236,1.0,2.5,0.3,0.3,1700,92000,2200,160000
JAMMU & KASHMIR,17.0,24.0,7.4,7.6,7.5,7.6,110,165,1.0,1.0,0.32,0.32,228,985,631,2731
MAHARASHTRA,28.0,35.0,4.4,5.6,7.7,8.6,755,1826,4.4,10.9,1.08,1.89,9,25,115,275
MADHYA PRADESH,22.0,28.0,6.7,7.6,7.4,7.9,205,422,1.4,2.0,0.32,0.83,2,2,41,49
UTTARAKHAND,21.5,30.7,7.0,8.6,7.3,8.0,165,273,1.2,2.7,0.32,0.41,2,490000,2000,1100000
WEST BENGAL,21.0,36.0,0.6,2.1,7.1,7.5,1293,20380,6.0,10.4,0.62,4.09,23000,49000,63000,79000
UTTAR PRADESH,26.0,26.0,1.1,4.8,7.0,7.9,450,1082,12.0,27.0,0.0,0.42,170000,2700000,270000,3800000
HIMACHAL PRADESH,15.0,23.0,6.4,8.5,7.4,8.3,257,587,1.3,2.9,0.54,0.92,40,240,170,350
ODISHA,22.0,31.0,5.0,8.8,6.9,8.2,114,218,1.1,1.7,0.32,3.24,140,2300,490,4900
JHARKHAND,15.0,38.0,7.1,7.5,7.5,7.7,98,258,1.1,1.4,0.0,0.0,298,624,610,2100
KARNATAKA,22.0,27.0,6.4,7.7,7.4,8.2,120,280,2.0,2.2,0.3,0.63,70,120,540,1100
MEGHALAYA,14.0,18.0,7.2,8.5,6.9,7.6,81,116,1.1,1.6,0.32,5.64,2,4,23,49
JHARKHAND,15.5,37.0,6.6,8.6,7.0,8.1,198,309,1.2,2.8,0.0,0.0,12,96,98,282
TAMIL NADU,23.0,32.0,5.3,7.9,7.3,9.0,404,1036,1.0,3.0,0.32,1.15,2,18,2,230
HIMACHAL PRADESH,10.0,18.0,9.0,9.2,7.4,8.4,70,196,1.0,1.0,0.3,5.96,2,20,11,1300
ODISHA,24.0,29.0,6.0,9.0,6.5,7.6,133,386,1.1,1.6,0.32,2.82,78,2300,490,4600
BIHAR,19.0,31.0,7.5,8.9,7.4,8.2,336,369,1.0,1.9,0.3,0.3,1300,35000,3300,92000
UTTAR PRADESH,24.0,29.5,7.0,8.0,7.8,8.5,322,490,3.2,4.3,0.6,1.42,3300,14000,8400,21000
MADHYA PRADESH,23.4,30.5,6.7,9.2,7.2,8.2,206,2164,1.0,1.8,0.32,0.44,2,2,31,70
KARNATAKA,20.0,29.0,5.1,6.9,7.7,8.3,197,555,2.0,4.0,0.32,3.2,110,220,1100,1700
KARNATAKA,26.0,30.0,6.7,7.0,7.1,8.3,128,610,3.2,5.2,0.32,1.77,700,4700,4300,43000
HIMACHAL PRADESH,2.0,14.0,7.9,8.9,6.3,8.0,52,137,1.0,1.0,0.32,1.74,22,110,79,540
MEGHALAYA,13.0,19.0,6.6,7.2,2.8,4.1,111,550,1.9,2.7,0.32,0.7,2,2,2,2
MADHYA PRADESH,22.0,26.0,7.1,7.6,7.4,8.0,288,585,1.8,2.0,0.63,0.98,2,4,47,49
UTTARAKHAND,10.0,22.0,9.2,10.6,7.0,8.1,72,186,1.0,1.0,0.32,0.37,41,84,70,94
HIMACHAL PRADESH,4.0,16.0,7.6,8.7,6.7,7.8,44,128,1.0,1.0,0.32,0.9,49,220,240,920
UTTARAKHAND,18.2,26.4,7.6,9.8,7.2,8.4,178,3203,1.0,2.4,0.33,1.57,24,94,79,220
BIHAR,22.0,38.0,6.5,9.8,7.2,8.5,219,402,1.0,2.6,0.3,0.3,3300,92000,4900,160000
KARNATAKA,24.0,30.0,6.9,7.9,7.4,8.3,390,582,2.0,3.0,0.58,4.0,33,540,140,2800
PUNJAB,26.0,27.0,7.9,9.0,7.9,8.1,208,239,1.0,1.1,0.7,0.93,70,110,220,370
BIHAR,17.0,36.0,2.1,9.9,7.1,7.7,190,677,1.5,4.0,0.3,0.3,1300,54000,1700,92000
UTTAR PRADESH,14.0,31.0,5.9,10.6,7.8,8.8,223,431,3.4,13.2,0.0,0.0,2200,4600,3100,7000
JAMMU & KASHMIR,17.0,24.0,5.0,7.3,8.3,8.7,412,589,1.0,1.3,0.0,0.32,16,289,396,1296
MAHARASHTRA,27.5,29.0,2.5,3.9,6.8,7.8,394,589,21.3,29.0,0.3,3.12,25,550,900,1800
KARNATAKA,16.0,20.0,6.6,7.7,7.5,8.0,50,85,1.0,2.5,0.3,0.68,24,33,220,430
ODISHA,23.5,32.8,2.4,5.5,7.1,8.2,168,1843,1.1,2.2,0.32,0.81,330,4900,1100,24000
ANDHRA PRADESH,22.0,28.0,5.5,6.2,7.3,8.1,806,1298,1.0,2.5,0.69,1.43,185,395,575,1300
NAGALAND,17.9,27.7,6.1,7.6,6.9,8.5,85,866,1.4,2.1,0.5,4.7,992,18518,3551,33004
ODISHA,20.5,32.0,4.6,9.2,6.9,8.3,148,280,1.2,2.6,0.32,0.74,45,2200,230,4900
MAHARASHTRA,22.0,36.0,6.0,7.3,8.5,9.0,652,1232,2.6,8.5,0.3,2.47,2,14,2,140
KARNATAKA,20.0,29.0,5.7,6.7,7.8,8.5,221,518,2.0,4.5,0.75,4.1,110,270,1300,2400
BIHAR,19.0,30.0,5.2,9.4,7.5,8.2,240,396,1.0,2.2,0.3,0.3,1300,54000,2600,160000
JHARKHAND,16.5,35.0,6.0,7.7,6.3,8.3,193,364,2.1,5.0,0.0,0.0,209,11354,405,33017
WEST BENGAL,19.0,39.0,1.0,5.6,7.0,8.4,339,715,1.7,12.8,0.3,0.83,5400,79000,24000,130000
CHHATTISGARH,27.0,31.0,7.4,7.5,7.5,7.5,531,809,2.0,2.4,0.0,0.0,4,4,36,44
TAMIL NADU,26.0,35.0,5.6,7.3,7.6,8.3,531,1085,1.0,2.8,0.32,0.75,2,21,8,47
HIMACHAL PRADESH,8.0,11.4,7.4,8.3,7.2,8.1,69,250,1.0,1.0,0.62,2.32,4,26,17,220
WEST BENGAL,23.0,35.0,5.0,6.8,6.8,8.0,254,1224,2.3,3.1,0.53,1.75,17000,34000,27000,49000
RAJASTHAN,15.0,34.0,3.3,6.1,8.1,8.9,388,1362,1.9,3.8,1.14,4.94,240,350,350,920
UTTARAKHAND,9.0,21.0,9.4,10.8,7.7,8.4,105,214,1.0,1.0,0.32,0.6,2,2,2,2
RAJASTHAN,24.0,30.0,4.8,5.9,7.2,7.9,367,797,1.7,2.8,1.22,2.82,70,120,110,170
ARUNACHAL PRADESH,22.0,27.9,6.4,9.4,7.1,8.6,85,470,1.0,1.0,0.0,0.0,3,149,27,2048
ARUNACHAL PRADESH,15.0,28.5,0.7,9.3,7.4,8.1,102,286,1.0,1.0,0.0,0.0,35,202,156,3933
ODISHA,22.0,28.0,6.2,12.6,6.9,8.3,410,721,1.3,2.0,0.32,2.34,130,2100,490,4900
MADHYA PRADESH,13.0,27.0,5.6,10.6,7.5,8.5,228,949,1.2,4.5,1.7,15.74,6,84,170,430
BIHAR,17.0,30.0,0.3,3.7,7.2,7.8,256,987,3.0,8.0,0.3,0.3,7900,350000,17000,540000
BIHAR,15.0,30.0,7.0,9.2,7.4,8.1,127,318,1.0,2.1,0.3,0.3,790,35000,1300,92000
HIMACHAL PRADESH,18.0,25.0,7.7,8.2,7.6,8.4,296,421,1.1,2.2,0.59,0.9,26,130,130,350
ASSAM,21.0,33.0,5.5,7.8,6.8,7.5,108,132,1.9,2.6,0.8,1.2,360,910,1100,2300
SIKKIM,14.0,24.0,7.8,9.0,6.7,7.4,121,180,2.1,2.6,1.6,4.8,34,105,45,187
MAHARASHTRA,16.0,18.0,5.8,6.7,7.9,8.8,762,1080,3.0,3.6,0.3,2.87,24,43,110,220
SIKKIM,14.0,22.0,8.0,8.7,6.6,7.3,35,127,1.7,2.1,2.0,5.1,21,88,61,165
UTTAR PRADESH,18.5,27.7,8.4,8.9,7.7,7.9,241,252,1.2,1.6,0.0,0.0,460,790,1300,1700
MIZORAM,15.0,26.0,6.0,10.5,5.7,7.5,37,1209,1.0,1.5,0.02,8.45,165,11046,510,19308
GUJARAT,24.0,29.5,7.5,8.2,7.9,8.5,278,465,1.0,1.0,0.94,1.25,2,11,14,50
CHHATTISGARH,21.0,31.0,6.4,7.3,7.2,8.0,174,550,2.2,2.7,0.0,0.0,4,5,6,58
CHHATTISGARH,15.2,30.0,6.8,7.4,7.1,7.9,192,367,1.4,2.9,0.84,1.18,13,13,39,460
HIMACHAL PRADESH,18.5,23.0,7.1,10.4,8.0,8.3,217,272,1.0,1.0,0.47,1.13,4,2200,14,92000
HIMACHAL PRADESH,7.0,18.0,6.7,11.0,7.2,8.2,166,530,1.0,1.0,1.87,5.8,2,9,21,220
BIHAR,20.0,32.0,0.3,9.7,7.3,8.3,252,897,1.6,20.0,0.3,0.3,1300,92000,3300,160000
HIMACHAL PRADESH,3.0,15.0,7.8,8.7,6.8,8.2,53,137,1.0,1.0,0.32,0.96,47,140,220,920
UTTARAKHAND,15.0,19.0,10.0,10.6,7.8,8.3,89,128,1.0,1.0,0.32,0.33,2,2,2,4
TELANGANA,25.0,26.0,4.8,6.1,7.0,8.2,401,595,1.4,4.0,0.78,2.2,2,2,21,40
ASSAM,21.0,24.0,5.1,8.1,6.9,7.6,128,166,2.0,2.6,0.4,1.0,300,730,720,1600
MADHYA PRADESH,20.0,22.0,6.9,7.7,7.7,8.2,338,487,1.0,1.2,0.73,1.79,2,2,41,46
MIZORAM,13.0,24.0,6.7,9.2,6.9,7.9,75,232,1.0,1.4,0.02,0.7,7,100,91,505
ASSAM,20.0,24.0,5.2,6.8,7.0,7.3,84,108,2.0,2.5,0.6,1.3,360,730,910,1600
PUNJAB,15.0,34.0,0.3,0.3,6.9,7.8,937,1165,42.0,100.0,1.1,2.8,63000,490000,220000,790000
KARNATAKA,24.0,28.0,7.2,12.2,8.2,8.7,921,2560,1.0,1.0,0.0,1.52,70,790,280,5400
BIHAR,13.0,32.0,6.9,9.8,7.2,8.4,251,417,1.0,2.2,0.3,0.3,2300,92000,3300,160000
MADHYA PRADESH,26.0,31.0,8.0,8.4,8.1,8.3,266,394,1.2,2.1,0.48,0.5,2,2,63,100
ASSAM,21.0,25.0,5.0,8.4,7.0,7.7,126,172,2.0,2.6,0.6,1.6,300,910,1400,2000
MANIPUR,19.0,28.0,7.1,7.5,7.0,7.4,150,190,3.2,3.5,0.0,140.0,40,65,45,155
JHARKHAND,11.0,24.0,2.9,3.6,6.5,6.6,308,1256,2.5,11.7,0.0,0.0,3990,70795,6708,367459
BIHAR,18.0,27.0,6.1,9.2,7.1,8.3,176,511,1.0,2.6,0.3,0.3,4900,92000,7900,160000
CHHATTISGARH,2.6,29.0,2.2,7.2,7.3,8.0,400,4120,1.8,10.0,0.43,4.03,84,3429,210,11100
TAMIL NADU,25.0,30.0,5.9,6.5,7.5,8.4,350,903,1.0,2.1,0.32,0.92,7,24,14,46
CHHATTISGARH,20.0,29.0,6.4,7.3,7.1,8.2,190,2020,2.1,2.5,0.0,0.0,3,9,34,60
UTTAR PRADESH,18.5,27.7,5.8,11.6,7.7,8.4,262,440,2.3,3.2,0.58,0.78,780,2400,2100,4000
BIHAR,13.0,32.0,6.1,9.5,7.1,8.3,242,415,1.0,2.5,0.3,0.3,17000,92000,28000,160000
TELANGANA,24.0,28.0,5.2,6.1,7.3,8.4,365,597,1.0,3.4,0.62,2.6,2,2,14,48
UTTAR PRADESH,18.0,31.0,7.1,9.0,7.3,8.9,447,1091,2.1,8.1,0.32,5.89,2,33000,2,490000
JHARKHAND,16.5,32.5,6.3,7.3,7.2,7.5,308,1256,1.0,3.0,0.0,0.0,3990,70795,6708,367459
HIMACHAL PRADESH,2.0,13.0,7.8,8.8,6.7,7.8,62,113,1.0,2.8,0.32,1.08,110,1600,350,1600
HIMACHAL PRADESH,4.0,16.0,7.6,8.4,6.6,7.7,73,170,1.0,1.6,0.32,0.96,47,150,280,920
WEST BENGAL,18.0,35.0,5.0,7.5,6.9,8.1,230,451,2.4,3.3,0.32,1.33,23000,84000,79000,170000
ODISHA,20.0,32.0,6.2,7.3,6.8,8.0,112,168,1.1,1.8,0.32,1.49,78,1300,330,4900
MIZORAM,20.0,28.0,5.4,9.7,6.7,7.6,46,272,1.0,1.4,0.02,0.77,17,99,97,2770
WEST BENGAL,18.0,33.0,7.6,9.1,7.5,8.2,209,445,2.2,3.5,0.3,3.17,1700,3200,2100,3900
UTTAR PRADESH,20.7,30.7,6.8,8.4,7.7,8.3,318,397,2.5,2.7,0.55,0.68,400,680,1400,1700
JHARKHAND,15.0,25.0,6.7,7.8,6.5,7.6,308,1256,1.4,3.0,0.0,0.0,3990,70795,6708,367459
UTTARAKHAND,12.0,23.0,9.6,11.0,7.1,8.3,70,154,1.0,1.0,0.0,0.37,21,43,26,48
MADHYA PRADESH,19.0,30.0,7.1,7.7,7.2,8.1,264,716,1.4,2.0,0.47,5.04,2,10,15,120
PUNJAB,18.0,28.0,5.8,10.7,8.0,8.4,201,226,1.0,1.1,0.4,2.17,110,22000,270,92000
ODISHA,25.2,32.2,5.1,7.7,7.3,8.4,176,40570,1.2,1.4,0.32,1.72,45,1300,330,3500
MADHYA PRADESH,15.0,27.0,6.0,11.5,7.6,8.4,213,3105,1.0,1.7,1.25,7.47,6,26,40,280
KARNATAKA,20.0,29.0,5.7,6.4,7.5,8.6,203,586,2.5,4.0,0.72,3.9,110,260,1200,2300
TAMIL NADU,24.0,32.0,5.6,7.9,7.3,8.4,395,890,1.0,2.8,0.32,2.36,2,20,4,450
