iter	RMSE
870	0.02365236371
871	0.0236014609
872	0.02357323713
873	0.02353460216
874	0.02349751764
875	0.02346283155
876	0.02343554476
877	0.02340464766
878	0.02335895626
879	0.02332221943
880	0.02327656639
881	0.02326565514
882	0.02324720581
883	0.02320948718
884	0.02316908816
885	0.02312628216
886	0.02310456743
887	0.0230862392
888	0.02304574957
889	0.02301236533
890	0.02296715536
891	0.0229378576
892	0.02290017522
893	0.02288411648
894	0.02286220951
895	0.02283520434
896	0.02280736367
897	0.02277603081
898	0.02275345703
899	0.0227251372
900	0.02270635892
901	0.02267323685
902	0.02263454376
903	0.0226093502
904	0.02258255078
905	0.02255263251
906	0.02253299806
907	0.02251201394
908	0.02248608267
909	0.02244726038
910	0.02242472739
911	0.02239369445
912	0.02236359477
913	0.02233123725
914	0.02231833427
915	0.02227919437
916	0.02223680321
917	0.02223176086
918	0.02221002323
919	0.02220400531
920	0.02218709426
921	0.0221758526
922	0.02215197953
923	0.02212529668
924	0.02210645978
925	0.0220714678
926	0.02204243219
927	0.02200302361
928	0.021982285
929	0.02195732274
930	0.02193656982
931	0.02191652045
932	0.02189827585
933	0.02188110322
934	0.02184728086
935	0.021828381
936	0.02180848529
937	0.0217910239
938	0.02177318064
939	0.0217593848
940	0.02171556358
941	0.02168706271
942	0.02166123907
943	0.02164089681
944	0.02161766316
945	0.02159279318
946	0.02156787671
947	0.0215464562
948	0.02152082516
949	0.02150118064
950	0.02148715353
951	0.02146582352
952	0.02143947894
953	0.02141018582
954	0.02140090255
955	0.02136355546
956	0.02132614099
957	0.02129667204
958	0.02125938035
959	0.02122527272
960	0.02119532933
961	0.02118713628
962	0.02117360747
963	0.02114132759
964	0.02110279898
965	0.02108908451
966	0.02108268005
967	0.02106327128
968	0.02105327932
969	0.0210243887
970	0.02101820008
971	0.02099654314
972	0.02097950307
973	0.02096758516
974	0.02093198707
975	0.02091328092
976	0.02088522233
977	0.02085304852
978	0.0208491847
979	0.02082527964
980	0.02080909222
981	0.02079434352
982	0.02077823547
983	0.02074964663
984	0.020740003
985	0.02071797087
986	0.02068355189
987	0.02068143959
988	0.02064820973
989	0.02062162674
990	0.02060716816
991	0.02060504409
992	0.02058306197
993	0.02055068275
994	0.0205346186
995	0.02049755432
996	0.02048846156
997	0.0204703782
998	0.02043742916
999	0.02042424183
